latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
15.575313,99.63076,342.48,0.4,0.37,2019-04-10,0641,N,VIIRS,n,1,309.86,5.79,D,0
16.266607,104.557571,332.01,0.46,0.47,2019-04-10,0641,N,VIIRS,n,1,298.34,4.17,D,0
15.979734,102.388168,336.54,0.51,0.41,2019-04-10,0641,N,VIIRS,n,1,305.77,3.78,D,0
15.541028,99.221329,336.57,0.39,0.36,2019-04-10,0641,N,VIIRS,n,1,299.51,3.65,D,0
15.455619,98.625259,334.04,0.38,0.36,2019-04-10,0641,N,VIIRS,l,1,304.42,1.62,D,0
15.464918,98.642067,335.56,0.38,0.36,2019-04-10,0641,N,VIIRS,l,1,306.59,3.5,D,0
15.466765,98.586967,334.1,0.38,0.36,2019-04-10,0641,N,VIIRS,l,1,308.23,2.53,D,0
15.466226,98.583397,339.57,0.38,0.36,2019-04-10,0641,N,VIIRS,n,1,310.18,2.53,D,0
15.83524,101.089371,349.84,0.44,0.38,2019-04-10,0641,N,VIIRS,n,1,309.02,7.27,D,0
15.838774,101.08886,347.66,0.44,0.38,2019-04-10,0641,N,VIIRS,n,1,307.18,7.27,D,0
15.8389,101.063751,338.96,0.44,0.38,2019-04-10,0641,N,VIIRS,n,1,307.81,5.39,D,0
15.480601,98.56649,340.69,0.38,0.36,2019-04-10,0641,N,VIIRS,n,1,306.62,4.34,D,0
15.480062,98.562912,330.37,0.38,0.36,2019-04-10,0641,N,VIIRS,l,1,302.75,1.35,D,0
16.015671,102.310555,343.03,0.5,0.41,2019-04-10,0641,N,VIIRS,n,1,310.77,37.97,D,0
15.962665,101.859474,337.09,0.48,0.4,2019-04-10,0641,N,VIIRS,n,1,303.4,11.22,D,0
15.838966,100.909859,341.62,0.43,0.38,2019-04-10,0641,N,VIIRS,n,1,306.95,10,D,0
15.637459,99.459389,343.99,0.39,0.36,2019-04-10,0641,N,VIIRS,n,1,313.97,8.42,D,0
16.052893,102.387558,345.46,0.51,0.41,2019-04-10,0641,N,VIIRS,n,1,307.66,9.57,D,0
15.758537,100.268669,346.9,0.41,0.37,2019-04-10,0641,N,VIIRS,n,1,303.86,4.88,D,0
15.640802,99.45887,346.18,0.39,0.36,2019-04-10,0641,N,VIIRS,n,1,314.46,8.42,D,0
15.640265,99.455223,339.31,0.39,0.36,2019-04-10,0641,N,VIIRS,l,1,311.78,8.42,D,0
15.512977,98.601509,339.55,0.38,0.36,2019-04-10,0641,N,VIIRS,n,1,305.7,3.99,D,0
15.552515,98.796532,334.25,0.39,0.36,2019-04-10,0641,N,VIIRS,l,1,306.8,4.11,D,0
15.551979,98.792969,342.66,0.39,0.36,2019-04-10,0641,N,VIIRS,n,1,307.95,2.35,D,0
15.555289,98.792435,334.99,0.39,0.36,2019-04-10,0641,N,VIIRS,l,1,307.42,2.35,D,0
16.088711,102.509895,334.35,0.52,0.41,2019-04-10,0641,N,VIIRS,n,1,303.25,4.9,D,0
15.585688,98.904755,332.95,0.39,0.36,2019-04-10,0641,N,VIIRS,l,1,307.01,1.84,D,0
15.589528,98.907768,336.1,0.39,0.36,2019-04-10,0641,N,VIIRS,l,1,306.57,4.01,D,0
15.704111,99.632889,345.59,0.4,0.37,2019-04-10,0641,N,VIIRS,n,1,311.53,8.28,D,0
15.59945,98.906143,341.94,0.39,0.36,2019-04-10,0641,N,VIIRS,n,1,305.39,4.37,D,0
15.767828,100.015617,338.61,0.4,0.37,2019-04-10,0641,N,VIIRS,n,1,308.37,2.11,D,0
15.85218,100.588043,367,0.42,0.38,2019-04-10,0641,N,VIIRS,h,1,311.05,20.82,D,0
15.689718,99.380516,340.9,0.39,0.36,2019-04-10,0641,N,VIIRS,l,1,312.75,4.15,D,0
15.739614,99.699463,341.18,0.4,0.37,2019-04-10,0641,N,VIIRS,n,1,309.63,6.14,D,0
16.159454,102.703201,337.44,0.53,0.42,2019-04-10,0641,N,VIIRS,l,1,307.58,4.81,D,0
15.587993,98.582367,334.34,0.38,0.36,2019-04-10,0641,N,VIIRS,n,1,307.83,2.33,D,0
15.590221,98.574692,337.11,0.38,0.36,2019-04-10,0641,N,VIIRS,l,1,309.17,3.94,D,0
16.021652,101.447319,338.68,0.46,0.39,2019-04-10,0641,N,VIIRS,n,1,306.72,6.09,D,0
15.96624,100.995964,339.33,0.44,0.38,2019-04-10,0641,N,VIIRS,n,1,306.71,9.39,D,0
15.780758,99.651535,337.97,0.4,0.37,2019-04-10,0641,N,VIIRS,l,1,310.63,3.1,D,0
16.323763,103.566071,338.18,0.4,0.44,2019-04-10,0641,N,VIIRS,n,1,300.05,3.05,D,0
15.824241,99.9263,340.81,0.4,0.37,2019-04-10,0641,N,VIIRS,n,1,309.02,8.2,D,0
15.823695,99.922554,340.5,0.4,0.37,2019-04-10,0641,N,VIIRS,l,1,310.58,10.6,D,0
16.303318,103.37674,339.25,0.39,0.44,2019-04-10,0641,N,VIIRS,n,1,299.85,4.72,D,0
15.82708,99.922035,346.68,0.4,0.37,2019-04-10,0641,N,VIIRS,n,1,309.47,6.99,D,0
16.446543,104.461929,335.78,0.46,0.47,2019-04-10,0641,N,VIIRS,n,1,297.5,4.81,D,0
15.6772,98.882957,341.6,0.39,0.36,2019-04-10,0641,N,VIIRS,n,1,305.42,3.94,D,0
15.689185,98.91774,337.84,0.39,0.36,2019-04-10,0641,N,VIIRS,n,1,305.47,3.76,D,0
15.840619,99.91996,339.13,0.4,0.37,2019-04-10,0641,N,VIIRS,n,1,306.79,3.84,D,0
15.694203,98.905937,338.21,0.39,0.36,2019-04-10,0641,N,VIIRS,l,1,309.47,5.62,D,0
15.699208,98.894089,332.09,0.39,0.36,2019-04-10,0641,N,VIIRS,l,1,306.37,1.94,D,0
15.704133,98.90432,347.49,0.39,0.36,2019-04-10,0641,N,VIIRS,n,1,307.79,5.59,D,0
15.703051,98.897118,330.59,0.39,0.36,2019-04-10,0641,N,VIIRS,l,1,304.86,1.89,D,0
15.698768,98.868507,341.47,0.39,0.36,2019-04-10,0641,N,VIIRS,n,1,308.38,5.88,D,0
15.881173,100.079391,344.88,0.41,0.37,2019-04-10,0641,N,VIIRS,n,1,305.63,6.74,D,0
15.881187,100.079117,344.7,0.41,0.37,2019-04-10,0641,N,VIIRS,n,1,305.8,9.02,D,0
15.710793,98.884254,331.05,0.39,0.36,2019-04-10,0641,N,VIIRS,l,1,305.34,1.7,D,0
15.713041,98.876602,338.71,0.39,0.36,2019-04-10,0641,N,VIIRS,n,1,307,6.78,D,0
15.712505,98.873024,335.93,0.39,0.36,2019-04-10,0641,N,VIIRS,n,1,308.84,6.78,D,0
15.716352,98.876076,351.28,0.39,0.36,2019-04-10,0641,N,VIIRS,n,1,310,6.78,D,0
15.715817,98.872498,349.62,0.39,0.36,2019-04-10,0641,N,VIIRS,n,1,310.19,6.78,D,0
15.717525,98.861221,335.77,0.39,0.36,2019-04-10,0641,N,VIIRS,l,1,306.05,3.39,D,0
15.911196,100.167793,339.15,0.41,0.37,2019-04-10,0641,N,VIIRS,n,1,305.99,3.49,D,0
15.727892,98.885231,334.91,0.39,0.36,2019-04-10,0641,N,VIIRS,n,1,302.52,3.36,D,0
15.736761,98.876518,351.81,0.39,0.36,2019-04-10,0641,N,VIIRS,n,1,306.77,7.03,D,0
15.695613,98.557198,340.23,0.38,0.36,2019-04-10,0641,N,VIIRS,n,1,308.8,4.3,D,0
15.695073,98.553627,351.82,0.38,0.36,2019-04-10,0641,N,VIIRS,n,1,310.57,4.3,D,0
15.694533,98.550064,335.47,0.38,0.36,2019-04-10,0641,N,VIIRS,l,1,308.26,3.32,D,0
15.698918,98.556671,336.97,0.38,0.36,2019-04-10,0641,N,VIIRS,l,1,309.13,4.14,D,0
16.192558,101.967598,346.93,0.49,0.4,2019-04-10,0641,N,VIIRS,n,1,308.53,6.82,D,0
15.942997,100.170761,338.79,0.41,0.37,2019-04-10,0641,N,VIIRS,n,1,307.09,2.79,D,0
16.100899,101.242027,339.18,0.45,0.39,2019-04-10,0641,N,VIIRS,n,1,305.07,6.69,D,0
15.935072,100.067017,342.2,0.41,0.37,2019-04-10,0641,N,VIIRS,n,1,306.27,5.02,D,0
16.380892,103.243721,337.62,0.38,0.43,2019-04-10,0641,N,VIIRS,n,1,304.52,7.86,D,0
15.76581,98.798683,346.19,0.39,0.36,2019-04-10,0641,N,VIIRS,n,1,309.94,4.43,D,0
15.950008,100.026047,343.98,0.41,0.37,2019-04-10,0641,N,VIIRS,n,1,303.99,4.01,D,0
15.769115,98.798134,345.21,0.39,0.36,2019-04-10,0641,N,VIIRS,n,1,310.78,6.33,D,0
15.734232,98.543709,336.79,0.38,0.36,2019-04-10,0641,N,VIIRS,l,1,310.23,7.56,D,0
15.988713,100.245972,340.38,0.41,0.37,2019-04-10,0641,N,VIIRS,n,1,307.41,4.11,D,0
15.77635,98.778595,342.13,0.39,0.36,2019-04-10,0641,N,VIIRS,n,1,308.22,3.84,D,0
16.417953,103.308563,341.22,0.39,0.44,2019-04-10,0641,N,VIIRS,n,1,304.2,5.45,D,0
15.883636,99.47702,339.97,0.39,0.36,2019-04-10,0641,N,VIIRS,l,1,310.52,6.38,D,0
16.421499,103.304405,346.01,0.39,0.44,2019-04-10,0641,N,VIIRS,n,1,302.82,5.45,D,0
16.005098,100.091248,338.91,0.41,0.37,2019-04-10,0641,N,VIIRS,n,1,306.64,3.03,D,0
16.001379,99.967949,340.53,0.4,0.37,2019-04-10,0641,N,VIIRS,n,1,306.25,6.16,D,0
16.030832,100.149635,345.42,0.41,0.37,2019-04-10,0641,N,VIIRS,n,1,309.52,5.7,D,0
15.933723,99.476501,339.33,0.39,0.36,2019-04-10,0641,N,VIIRS,l,1,313.51,6.49,D,0
16.454271,103.166641,335.96,0.57,0.43,2019-04-10,0641,N,VIIRS,n,1,303.11,2.88,D,0
16.186333,101.052345,341.16,0.44,0.38,2019-04-10,0641,N,VIIRS,n,1,310.86,6.42,D,0
16.060326,100.160759,341.91,0.41,0.37,2019-04-10,0641,N,VIIRS,n,1,309.18,8.42,D,0
16.554729,103.791344,335.92,0.41,0.45,2019-04-10,0641,N,VIIRS,n,1,300.05,3.88,D,0
16.06374,100.16024,341.84,0.41,0.37,2019-04-10,0641,N,VIIRS,n,1,308.06,8.59,D,0
16.558887,103.790802,337.63,0.41,0.45,2019-04-10,0641,N,VIIRS,n,1,299.41,3.88,D,0
16.079809,100.247963,335.15,0.41,0.37,2019-04-10,0641,N,VIIRS,n,1,304.69,1.7,D,0
16.087099,100.274406,336.14,0.41,0.37,2019-04-10,0641,N,VIIRS,n,1,302.24,1.89,D,0
16.083235,100.247452,338.41,0.41,0.37,2019-04-10,0641,N,VIIRS,n,1,307.65,3.96,D,0
16.070019,100.15538,347.11,0.41,0.37,2019-04-10,0641,N,VIIRS,n,1,307.77,10.29,D,0
16.234875,101.24453,340.43,0.45,0.39,2019-04-10,0641,N,VIIRS,n,1,306.18,4.11,D,0
16.212212,101.082359,340.66,0.44,0.39,2019-04-10,0641,N,VIIRS,n,1,310.46,10.64,D,0
16.271624,101.289963,332.51,0.45,0.39,2019-04-10,0641,N,VIIRS,l,1,302.89,3.83,D,0
16.27107,101.285896,332.45,0.45,0.39,2019-04-10,0641,N,VIIRS,l,1,304.75,4.17,D,0
16.06769,99.826424,342.83,0.4,0.37,2019-04-10,0641,N,VIIRS,n,1,308.1,9.66,D,0
16.274649,101.285378,338.49,0.45,0.39,2019-04-10,0641,N,VIIRS,n,1,304.91,4.17,D,0
16.273569,101.277458,335.74,0.45,0.39,2019-04-10,0641,N,VIIRS,n,1,304.73,2.41,D,0
16.266129,101.222641,337.58,0.45,0.39,2019-04-10,0641,N,VIIRS,n,1,307.49,4.81,D,0
16.349834,101.818077,334.71,0.48,0.4,2019-04-10,0641,N,VIIRS,n,1,300.69,5.68,D,0
16.27603,101.268707,338.5,0.45,0.39,2019-04-10,0641,N,VIIRS,n,1,308.17,3.98,D,0
16.269709,101.222206,341.33,0.45,0.39,2019-04-10,0641,N,VIIRS,n,1,310.91,5.78,D,0
16.279615,101.268265,342.99,0.45,0.39,2019-04-10,0641,N,VIIRS,n,1,306.12,3.98,D,0
16.284313,101.275948,337.95,0.45,0.39,2019-04-10,0641,N,VIIRS,n,1,304.85,3.94,D,0
15.98902,99.190346,345.05,0.39,0.36,2019-04-10,0641,N,VIIRS,n,1,304.41,3.64,D,0
15.925339,98.760841,330.57,0.39,0.36,2019-04-10,0641,N,VIIRS,n,1,302.42,2.14,D,0
16.288441,101.279442,344.94,0.45,0.39,2019-04-10,0641,N,VIIRS,n,1,306.37,10.04,D,0
16.082439,99.808838,342.68,0.4,0.37,2019-04-10,0641,N,VIIRS,n,1,309.53,5.68,D,0
15.992885,99.193436,333.16,0.39,0.36,2019-04-10,0641,N,VIIRS,n,1,302.74,3.64,D,0
16.172874,100.419563,332.8,0.42,0.38,2019-04-10,0641,N,VIIRS,n,1,304.11,1.62,D,0
15.996751,99.196541,342.21,0.39,0.36,2019-04-10,0641,N,VIIRS,n,1,303.92,6.66,D,0
16.531738,103.03392,337.46,0.56,0.43,2019-04-10,0641,N,VIIRS,n,1,303.33,9.19,D,0
16.458185,102.436249,336.46,0.52,0.41,2019-04-10,0641,N,VIIRS,n,1,304.78,6.02,D,0
16.292456,101.202263,339.01,0.45,0.39,2019-04-10,0641,N,VIIRS,n,1,307.79,7.46,D,0
16.005125,99.183968,336.51,0.39,0.36,2019-04-10,0641,N,VIIRS,n,1,304.39,2.59,D,0
16.059053,99.505051,339.8,0.39,0.37,2019-04-10,0641,N,VIIRS,l,1,309.99,3.27,D,0
16.288185,101.0923,340.99,0.44,0.39,2019-04-10,0641,N,VIIRS,n,1,310.15,5.98,D,0
16.13336,99.970222,347.58,0.41,0.37,2019-04-10,0641,N,VIIRS,n,1,306.8,8.12,D,0
16.137974,99.954063,348.64,0.4,0.37,2019-04-10,0641,N,VIIRS,n,1,310.71,7.61,D,0
16.030552,99.194641,338.27,0.39,0.36,2019-04-10,0641,N,VIIRS,n,1,302.41,4.64,D,0
16.033325,99.190369,345.62,0.39,0.36,2019-04-10,0641,N,VIIRS,n,1,301.91,4.64,D,0
16.467476,102.244164,341.34,0.51,0.41,2019-04-10,0641,N,VIIRS,n,1,307.93,14.39,D,0
15.987012,98.787773,341.44,0.39,0.36,2019-04-10,0641,N,VIIRS,n,1,301.14,5.27,D,0
15.974697,98.683136,334.03,0.39,0.36,2019-04-10,0641,N,VIIRS,l,1,306.49,4.36,D,0
16.713726,103.970139,337.18,0.43,0.46,2019-04-10,0641,N,VIIRS,n,1,302.24,3.85,D,0
16.691967,103.669685,345.06,0.41,0.45,2019-04-10,0641,N,VIIRS,n,1,301.47,6.62,D,0
16.362623,101.209328,349.39,0.45,0.39,2019-04-10,0641,N,VIIRS,n,1,308.36,9.22,D,0
16.147161,99.684418,339.23,0.4,0.37,2019-04-10,0641,N,VIIRS,l,1,310.64,5.09,D,0
16.36133,101.21077,348.96,0.45,0.39,2019-04-10,0641,N,VIIRS,n,1,307.57,8.92,D,0
16.171673,99.822227,339.53,0.4,0.37,2019-04-10,0641,N,VIIRS,n,1,307.78,2.22,D,0
16.160028,99.716957,338.67,0.4,0.37,2019-04-10,0641,N,VIIRS,l,1,310.85,4.99,D,0
16.087236,99.215317,338.91,0.39,0.36,2019-04-10,0641,N,VIIRS,n,1,300.67,2.28,D,0
16.690029,103.670563,335.36,0.41,0.45,2019-04-10,0641,N,VIIRS,n,1,300.58,3.66,D,0
16.689554,103.666687,337.06,0.41,0.45,2019-04-10,0641,N,VIIRS,n,1,300.39,4.17,D,0
16.090567,99.21476,330.38,0.39,0.36,2019-04-10,0641,N,VIIRS,n,1,299.17,2.28,D,0
16.010571,98.629677,339.59,0.38,0.36,2019-04-10,0641,N,VIIRS,n,1,308.1,4.37,D,0
16.192116,99.796082,339.86,0.4,0.37,2019-04-10,0641,N,VIIRS,l,1,312.67,4.92,D,0
16.191576,99.792336,343.27,0.4,0.37,2019-04-10,0641,N,VIIRS,n,1,312.32,4.92,D,0
16.113686,99.256187,332.67,0.39,0.36,2019-04-10,0641,N,VIIRS,n,1,301.99,2.92,D,0
16.308941,100.544327,343.33,0.42,0.38,2019-04-10,0641,N,VIIRS,n,1,312.13,9.73,D,0
16.311371,100.411324,336.6,0.42,0.38,2019-04-10,0641,N,VIIRS,n,1,305.42,2.05,D,0
16.441467,101.289604,341.07,0.45,0.39,2019-04-10,0641,N,VIIRS,n,1,309.82,6.43,D,0
16.445061,101.289131,342.04,0.45,0.39,2019-04-10,0641,N,VIIRS,n,1,310.6,6.22,D,0
16.096783,98.866089,347.08,0.39,0.36,2019-04-10,0641,N,VIIRS,n,1,306.89,4.61,D,0
16.099562,98.861954,336.14,0.39,0.36,2019-04-10,0641,N,VIIRS,l,1,307.31,4.61,D,0
16.094189,98.825974,337.86,0.39,0.36,2019-04-10,0641,N,VIIRS,l,1,309.55,2.9,D,0
16.354971,100.594131,339.44,0.43,0.38,2019-04-10,0641,N,VIIRS,n,1,308.46,7.32,D,0
16.238901,99.785049,337.19,0.4,0.37,2019-04-10,0641,N,VIIRS,l,1,309.47,3.15,D,0
16.342434,100.406647,333.28,0.42,0.38,2019-04-10,0641,N,VIIRS,l,1,304.29,2.28,D,0
16.257883,99.820473,337.99,0.4,0.37,2019-04-10,0641,N,VIIRS,l,1,308.02,5.95,D,0
16.257336,99.816727,338.65,0.4,0.37,2019-04-10,0641,N,VIIRS,l,1,309.51,3.13,D,0
16.260719,99.8162,337.22,0.4,0.37,2019-04-10,0641,N,VIIRS,l,1,307.58,3.13,D,0
16.181494,99.253113,333.25,0.39,0.36,2019-04-10,0641,N,VIIRS,n,1,301.69,2.65,D,0
16.41251,100.744942,340.19,0.43,0.38,2019-04-10,0641,N,VIIRS,n,1,306.9,7.02,D,0
16.3139,100.039688,339.91,0.41,0.37,2019-04-10,0641,N,VIIRS,n,1,308.82,2.56,D,0
16.317308,100.039169,335.42,0.41,0.37,2019-04-10,0641,N,VIIRS,l,1,309.24,2.56,D,0
16.497183,101.312317,343.32,0.46,0.39,2019-04-10,0641,N,VIIRS,l,1,314.59,11.11,D,0
16.288321,99.811508,337.6,0.4,0.37,2019-04-10,0641,N,VIIRS,l,1,309.88,3.46,D,0
16.280251,99.755234,348.25,0.4,0.37,2019-04-10,0641,N,VIIRS,n,1,308.57,8.32,D,0
16.399569,100.498352,344.9,0.42,0.38,2019-04-10,0641,N,VIIRS,n,1,314.15,11.15,D,0
16.680601,102.554977,335.95,0.53,0.42,2019-04-10,0641,N,VIIRS,l,1,306.97,8.93,D,3
16.371899,100.227066,339.14,0.41,0.37,2019-04-10,0641,N,VIIRS,n,1,307.7,3.93,D,0
16.444708,100.719627,341.92,0.43,0.38,2019-04-10,0641,N,VIIRS,n,1,310.72,9.41,D,0
16.682873,102.305389,344.82,0.51,0.41,2019-04-10,0641,N,VIIRS,n,1,308.9,13.4,D,0
16.199913,98.856316,349.88,0.39,0.36,2019-04-10,0641,N,VIIRS,n,1,319.56,12.01,D,0
16.494516,100.871185,331.27,0.44,0.38,2019-04-10,0641,N,VIIRS,l,1,304.42,4.59,D,0
16.202692,98.852188,367,0.39,0.36,2019-04-10,0641,N,VIIRS,l,1,325.57,25.55,D,0
16.653532,101.916664,341.18,0.49,0.4,2019-04-10,0641,N,VIIRS,l,1,314.72,10.85,D,0
16.346952,99.691414,338.6,0.4,0.37,2019-04-10,0641,N,VIIRS,l,1,310.43,5.97,D,0
16.393789,99.941978,355.06,0.41,0.37,2019-04-10,0641,N,VIIRS,n,1,308.61,5.96,D,0
16.45001,100.282593,341.54,0.42,0.37,2019-04-10,0641,N,VIIRS,n,1,305.45,6.74,D,0
16.44945,100.278702,337.13,0.42,0.37,2019-04-10,0641,N,VIIRS,n,1,306.34,3.07,D,0
16.449451,100.282829,336.59,0.42,0.37,2019-04-10,0641,N,VIIRS,n,1,306.18,6,D,0
16.448908,100.278938,338.6,0.42,0.37,2019-04-10,0641,N,VIIRS,n,1,307.4,3.57,D,0
16.462723,100.352562,334.03,0.42,0.38,2019-04-10,0641,N,VIIRS,l,1,307.15,2.38,D,0
16.281387,99.087029,343.11,0.39,0.36,2019-04-10,0641,N,VIIRS,n,1,304.04,3.57,D,0
16.416681,100.000664,336.88,0.41,0.37,2019-04-10,0641,N,VIIRS,l,1,308.16,3.02,D,0
16.286947,99.078506,334.26,0.39,0.36,2019-04-10,0641,N,VIIRS,l,1,306.49,3.7,D,0
16.592968,101.221344,337.64,0.45,0.39,2019-04-10,0641,N,VIIRS,l,1,308.45,5.29,D,0
16.463913,100.26078,335.66,0.42,0.37,2019-04-10,0641,N,VIIRS,n,1,305.09,2.69,D,0
16.293043,99.073647,343.94,0.39,0.36,2019-04-10,0641,N,VIIRS,n,1,306.96,9.64,D,0
16.461332,100.217583,347.18,0.41,0.37,2019-04-10,0641,N,VIIRS,n,1,307.66,4.51,D,0
16.43252,99.916656,340.59,0.41,0.37,2019-04-10,0641,N,VIIRS,n,1,309.81,1.78,D,0
16.339922,99.253677,336.11,0.39,0.36,2019-04-10,0641,N,VIIRS,n,1,305.81,2.75,D,0
16.524506,100.516304,342.52,0.42,0.38,2019-04-10,0641,N,VIIRS,n,1,311.19,8.33,D,0
16.929146,103.497932,342.58,0.4,0.44,2019-04-10,0641,N,VIIRS,n,1,302.92,5.16,D,0
16.836704,102.653069,337.11,0.54,0.42,2019-04-10,0641,N,VIIRS,n,1,305.76,2.97,D,0
16.586569,100.730194,349.9,0.43,0.38,2019-04-10,0641,N,VIIRS,n,1,309.2,8.39,D,0
16.387392,99.344109,336.68,0.39,0.36,2019-04-10,0641,N,VIIRS,l,1,310.78,5.58,D,0
16.590635,100.733704,338.6,0.43,0.38,2019-04-10,0641,N,VIIRS,n,1,305.11,3.98,D,0
16.590073,100.729698,342.86,0.43,0.38,2019-04-10,0641,N,VIIRS,n,1,307.5,3.98,D,0
16.538486,100.365135,347.52,0.42,0.38,2019-04-10,0641,N,VIIRS,n,1,313.19,15.55,D,0
16.463015,99.815384,342.85,0.4,0.37,2019-04-10,0641,N,VIIRS,n,1,310.72,3.56,D,0
16.478991,99.901787,341.26,0.41,0.37,2019-04-10,0641,N,VIIRS,n,1,310.15,3.9,D,0
16.526537,100.207703,346.08,0.41,0.37,2019-04-10,0641,N,VIIRS,n,1,309.79,6.77,D,0
16.450682,99.682899,338.67,0.4,0.37,2019-04-10,0641,N,VIIRS,l,1,311.73,6,D,0
16.365549,99.103592,332.02,0.39,0.36,2019-04-10,0641,N,VIIRS,l,1,306.03,3.73,D,0
16.363379,99.088966,334.06,0.39,0.36,2019-04-10,0641,N,VIIRS,l,1,305.87,6.73,D,0
16.956852,103.262535,339.07,0.39,0.44,2019-04-10,0641,N,VIIRS,n,1,303.29,3.84,D,0
16.847479,102.438293,340.86,0.52,0.42,2019-04-10,0641,N,VIIRS,n,1,308.79,7.23,D,0
16.429792,99.469437,342.14,0.4,0.37,2019-04-10,0641,N,VIIRS,l,1,312.9,4.8,D,0
16.859289,102.497002,342.63,0.53,0.42,2019-04-10,0641,N,VIIRS,n,1,307.63,5.32,D,0
16.858622,102.492058,340.28,0.53,0.42,2019-04-10,0641,N,VIIRS,n,1,307.09,2.37,D,0
16.357277,98.933716,332.71,0.39,0.36,2019-04-10,0641,N,VIIRS,l,1,304.39,3.44,D,0
16.36167,98.940414,333.51,0.39,0.36,2019-04-10,0641,N,VIIRS,l,1,303.81,5.09,D,0
16.361126,98.936775,338.17,0.39,0.36,2019-04-10,0641,N,VIIRS,n,1,304.65,5.09,D,0
16.845243,102.435616,349.82,0.52,0.42,2019-04-10,0641,N,VIIRS,n,1,310.02,10.46,D,0
16.573639,100.400085,340.64,0.42,0.38,2019-04-10,0641,N,VIIRS,l,1,314.27,7.23,D,0
16.364317,98.939445,338.92,0.39,0.36,2019-04-10,0641,N,VIIRS,n,1,310.36,4.21,D,0
16.4688,99.633987,341.88,0.4,0.37,2019-04-10,0641,N,VIIRS,n,1,310.87,4.55,D,0
16.989016,103.520348,335.37,0.4,0.45,2019-04-10,0641,N,VIIRS,n,1,303.59,3.32,D,0
16.957195,103.261948,339.48,0.39,0.44,2019-04-10,0641,N,VIIRS,n,1,302.94,3.63,D,0
16.860512,102.493866,354.56,0.53,0.42,2019-04-10,0641,N,VIIRS,n,1,308.79,8.4,D,0
16.481449,99.674057,339.97,0.4,0.37,2019-04-10,0641,N,VIIRS,n,1,309.27,3.02,D,0
16.55477,100.140167,335.4,0.41,0.37,2019-04-10,0641,N,VIIRS,l,1,309.04,2.78,D,0
16.536871,99.916,335.67,0.41,0.37,2019-04-10,0641,N,VIIRS,l,1,309.58,3.17,D,0
16.540274,99.915482,336.6,0.41,0.37,2019-04-10,0641,N,VIIRS,l,1,309.47,3.57,D,0
16.516153,99.699318,344.56,0.4,0.37,2019-04-10,0641,N,VIIRS,n,1,310.04,3.49,D,0
16.625525,100.26815,338.11,0.42,0.37,2019-04-10,0641,N,VIIRS,l,1,308.73,5.27,D,0
16.585779,99.869682,338.2,0.41,0.37,2019-04-10,0641,N,VIIRS,l,1,309.93,1.59,D,0
16.544823,99.587891,338.53,0.4,0.37,2019-04-10,0641,N,VIIRS,l,1,308.57,2.46,D,0
16.555817,99.63961,340.76,0.4,0.37,2019-04-10,0641,N,VIIRS,l,1,312.92,2.36,D,0
16.558645,99.635361,337.27,0.4,0.37,2019-04-10,0641,N,VIIRS,l,1,308.98,2.36,D,0
17.197884,104.304405,337.79,0.45,0.47,2019-04-10,0641,N,VIIRS,n,1,304.72,7.57,D,0
16.501261,99.040558,335.63,0.39,0.36,2019-04-10,0641,N,VIIRS,l,1,306.41,5.48,D,0
17.10813,103.512245,331.08,0.41,0.45,2019-04-10,0641,N,VIIRS,l,1,303.26,3.65,D,0
17.023739,102.804611,340.2,0.55,0.43,2019-04-10,0641,N,VIIRS,n,1,307.41,12.09,D,0
17.221457,104.377151,342.57,0.46,0.47,2019-04-10,0641,N,VIIRS,n,1,300.67,2.63,D,0
16.494108,98.922859,332.34,0.39,0.36,2019-04-10,0641,N,VIIRS,n,1,307.07,2.21,D,0
16.497431,98.92234,344.15,0.39,0.36,2019-04-10,0641,N,VIIRS,n,1,308.91,14.26,D,0
16.666325,100.064323,338.2,0.41,0.37,2019-04-10,0641,N,VIIRS,l,1,309.42,14.25,D,0
16.501286,98.925415,341.34,0.39,0.36,2019-04-10,0641,N,VIIRS,n,1,314.03,14.26,D,0
16.715731,100.214935,336.69,0.42,0.37,2019-04-10,0641,N,VIIRS,n,1,305.22,4.18,D,0
16.964249,101.961357,340.21,0.5,0.41,2019-04-10,0641,N,VIIRS,l,1,311.82,8.02,D,0
17.05101,102.525459,349.61,0.53,0.42,2019-04-10,0641,N,VIIRS,n,1,309.01,10.34,D,0
17.054873,102.524918,348.42,0.53,0.42,2019-04-10,0641,N,VIIRS,n,1,306.39,10.34,D,0
16.797548,100.643059,348.24,0.43,0.38,2019-04-10,0641,N,VIIRS,n,1,307.22,20.94,D,0
16.796993,100.639099,336.88,0.43,0.38,2019-04-10,0641,N,VIIRS,n,1,306.67,4.26,D,0
16.817028,100.75602,337.46,0.44,0.38,2019-04-10,0641,N,VIIRS,n,1,303.6,6.58,D,0
16.800488,100.63858,345.88,0.43,0.38,2019-04-10,0641,N,VIIRS,n,1,308.29,5.52,D,0
16.680206,99.797165,341.01,0.4,0.37,2019-04-10,0641,N,VIIRS,l,1,311.27,6.32,D,0
16.678566,99.785828,344.78,0.4,0.37,2019-04-10,0641,N,VIIRS,l,1,316.06,8.18,D,0
16.80398,100.638023,340.88,0.43,0.38,2019-04-10,0641,N,VIIRS,n,1,309.01,5.52,D,0
