latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
1.05051,102.95728,367,0.37,0.58,2020-03-04,07:06,N,high,1.0NRT,293.5,12.9,D
1.05104,102.96075,340.6,0.38,0.58,2020-03-04,07:06,N,nominal,1.0NRT,290.9,12.9,D
1.04998,102.95384,342.8,0.37,0.58,2020-03-04,07:06,N,nominal,1.0NRT,290.7,8.4,D
1.06663,102.99017,332.2,0.38,0.59,2020-03-04,07:06,N,nominal,1.0NRT,294.3,7.8,D
1.0661,102.98674,330,0.38,0.58,2020-03-04,07:06,N,nominal,1.0NRT,294.7,4.9,D
1.06557,102.98329,335.4,0.38,0.58,2020-03-04,07:06,N,nominal,1.0NRT,294.9,4.9,D
0.99642,102.21387,341.9,0.33,0.56,2020-03-04,07:06,N,nominal,1.0NRT,294.2,7.6,D
0.99596,102.21083,346.1,0.33,0.55,2020-03-04,07:06,N,nominal,1.0NRT,295.5,7,D
0.99551,102.20779,350.2,0.33,0.55,2020-03-04,07:06,N,nominal,1.0NRT,296,7,D
0.9946,102.20173,331.1,0.33,0.55,2020-03-04,07:06,N,nominal,1.0NRT,291.5,7.3,D
1.00156,102.21314,330.1,0.33,0.56,2020-03-04,07:06,N,nominal,1.0NRT,293.5,5.5,D
0.97335,101.95638,334.8,0.32,0.55,2020-03-04,07:06,N,nominal,1.0NRT,293.7,3.6,D
1.14407,102.41699,331.2,0.35,0.56,2020-03-04,07:06,N,nominal,1.0NRT,291.3,2.9,D
1.2835,102.2098,339.4,0.34,0.56,2020-03-04,07:06,N,nominal,1.0NRT,293.7,3.1,D
1.28913,102.21209,367,0.34,0.56,2020-03-04,07:06,N,high,1.0NRT,297.8,18.6,D
1.28866,102.20909,331.1,0.34,0.56,2020-03-04,07:06,N,nominal,1.0NRT,292.4,5.8,D
1.29054,102.21243,367,0.34,0.56,2020-03-04,07:06,N,high,1.0NRT,295,8.4,D
1.2901,102.20942,342.9,0.34,0.56,2020-03-04,07:06,N,nominal,1.0NRT,292.6,8.4,D
1.37748,100.79219,341.9,0.54,0.51,2020-03-04,07:06,N,nominal,1.0NRT,296.3,8.3,D
1.60334,102.06333,342.4,0.33,0.55,2020-03-04,07:06,N,nominal,1.0NRT,295.2,3.6,D
1.60287,102.0603,330.9,0.33,0.55,2020-03-04,07:06,N,nominal,1.0NRT,294.6,3.6,D
1.6008,102.06458,334.5,0.33,0.55,2020-03-04,07:06,N,nominal,1.0NRT,295.5,6.7,D
1.60035,102.06155,346.3,0.33,0.55,2020-03-04,07:06,N,nominal,1.0NRT,296.3,6.3,D
2.34021,102.36565,330.4,0.36,0.57,2020-03-04,07:06,N,nominal,1.0NRT,292.1,2.6,D
1.88966,99.32532,343.2,0.44,0.46,2020-03-04,07:06,N,nominal,1.0NRT,298.9,7.1,D
1.95337,99.51372,336.3,0.45,0.47,2020-03-04,07:06,N,nominal,1.0NRT,295.4,4.7,D
2.32724,99.14132,330.2,0.43,0.46,2020-03-04,07:06,N,low,1.0NRT,301,2.1,D
2.3958,98.70358,330.6,0.41,0.45,2020-03-04,07:06,N,nominal,1.0NRT,280.1,10.1,D
2.35276,98.05357,334.9,0.56,0.43,2020-03-04,07:06,N,nominal,1.0NRT,295.4,11.1,D
2.54725,99.03537,334.4,0.43,0.46,2020-03-04,07:06,N,nominal,1.0NRT,289.5,2.7,D
3.13936,102.2134,367,0.36,0.57,2020-03-04,07:06,N,high,1.0NRT,292.9,10,D
2.73185,98.76837,335.7,0.42,0.45,2020-03-04,07:06,N,nominal,1.0NRT,299.2,2.2,D
3.53521,103.44866,331.6,0.44,0.62,2020-03-04,07:06,N,nominal,1.0NRT,292.8,5.7,D
2.73954,97.8392,333.6,0.55,0.42,2020-03-04,07:06,N,nominal,1.0NRT,300.1,7.2,D
2.84972,97.67024,330.4,0.54,0.42,2020-03-04,07:06,N,nominal,1.0NRT,295.4,2.3,D
3.00688,98.43993,341.5,0.4,0.44,2020-03-04,07:06,N,nominal,1.0NRT,302.1,4.2,D
3.12416,98.36578,332.4,0.4,0.44,2020-03-04,07:06,N,low,1.0NRT,304.6,1.6,D
3.13025,97.91388,336.5,0.56,0.43,2020-03-04,07:06,N,nominal,1.0NRT,303.7,4.3,D
3.13944,97.94766,345.6,0.56,0.43,2020-03-04,07:06,N,nominal,1.0NRT,305.8,13.8,D
3.12932,97.91644,337.9,0.56,0.43,2020-03-04,07:06,N,nominal,1.0NRT,302.5,5,D
3.13754,97.94521,345.1,0.56,0.43,2020-03-04,07:06,N,nominal,1.0NRT,304.7,11.6,D
3.25641,98.00738,342,0.57,0.43,2020-03-04,07:06,N,nominal,1.0NRT,307.4,9.6,D
3.25819,98.00875,342.4,0.57,0.43,2020-03-04,07:06,N,nominal,1.0NRT,305.7,9,D
3.27339,97.94592,339.5,0.56,0.43,2020-03-04,07:06,N,nominal,1.0NRT,307.7,5.7,D
3.76387,98.59438,335.8,0.42,0.45,2020-03-04,07:06,N,nominal,1.0NRT,299.3,3.2,D
3.76462,98.59367,335.3,0.42,0.45,2020-03-04,07:06,N,nominal,1.0NRT,299.1,2.6,D
4.55782,103.45706,338.2,0.46,0.63,2020-03-04,07:06,N,nominal,1.0NRT,293.2,6.9,D
4.55648,103.45741,347.5,0.46,0.63,2020-03-04,07:06,N,nominal,1.0NRT,293.4,5.5,D
3.74203,97.62995,333,0.55,0.43,2020-03-04,07:06,N,nominal,1.0NRT,303.5,4.4,D
3.9097,97.36557,333.3,0.53,0.42,2020-03-04,07:06,N,nominal,1.0NRT,297.6,6.2,D
3.94025,97.37482,332,0.53,0.42,2020-03-04,07:06,N,nominal,1.0NRT,301.7,3.5,D
3.86292,96.41518,334.5,0.47,0.4,2020-03-04,07:06,N,low,1.0NRT,304.6,5.8,D
3.86658,96.41464,332.4,0.47,0.4,2020-03-04,07:06,N,nominal,1.0NRT,301.8,4.5,D
4.35133,97.84034,332.1,0.38,0.43,2020-03-04,07:06,N,nominal,1.0NRT,285.2,1.9,D
5.04181,101.89783,332.4,0.36,0.58,2020-03-04,07:06,N,nominal,1.0NRT,294.3,6.9,D
4.50481,97.58118,336.1,0.56,0.43,2020-03-04,07:06,N,nominal,1.0NRT,301,11.3,D
5.64743,104.97769,332,0.6,0.71,2020-03-04,07:06,N,nominal,1.0NRT,290.8,5.3,D
4.35507,96.00078,332,0.46,0.39,2020-03-04,07:06,N,nominal,1.0NRT,298,1.2,D
4.35673,96.00109,337,0.46,0.39,2020-03-04,07:06,N,nominal,1.0NRT,297.6,3.5,D
5.64696,104.98055,353.6,0.6,0.71,2020-03-04,07:06,N,nominal,1.0NRT,290.9,8.8,D
4.65179,97.59895,335.8,0.56,0.43,2020-03-04,07:06,N,nominal,1.0NRT,299.2,4.3,D
4.57973,96.772,340.1,0.5,0.41,2020-03-04,07:06,N,nominal,1.0NRT,301.3,5.5,D
4.58005,96.77288,332.8,0.5,0.41,2020-03-04,07:06,N,nominal,1.0NRT,300.9,6,D
4.73194,97.52229,336.6,0.56,0.43,2020-03-04,07:06,N,nominal,1.0NRT,298.4,6.6,D
4.60547,96.63265,333,0.49,0.41,2020-03-04,07:06,N,nominal,1.0NRT,295.5,3.8,D
4.50805,95.82481,335.5,0.45,0.39,2020-03-04,07:06,N,nominal,1.0NRT,297,5.7,D
4.76576,97.53297,331.6,0.56,0.43,2020-03-04,07:06,N,nominal,1.0NRT,297.1,5.8,D
4.76971,97.53242,346.1,0.56,0.43,2020-03-04,07:06,N,nominal,1.0NRT,300.6,5.8,D
4.7839,97.43871,343,0.55,0.43,2020-03-04,07:06,N,nominal,1.0NRT,302.6,25.4,D
4.78398,97.44168,336,0.55,0.43,2020-03-04,07:06,N,nominal,1.0NRT,303,13.1,D
4.78327,97.43669,331.2,0.55,0.43,2020-03-04,07:06,N,nominal,1.0NRT,300.2,13.1,D
4.84238,97.48434,334.3,0.55,0.43,2020-03-04,07:06,N,nominal,1.0NRT,299.8,10.1,D
4.92817,97.47403,338.3,0.56,0.43,2020-03-04,07:06,N,nominal,1.0NRT,298.5,5.9,D
4.91745,97.26295,330.7,0.54,0.42,2020-03-04,07:06,N,nominal,1.0NRT,297.5,4.2,D
5.54863,101.40322,337.9,0.34,0.56,2020-03-04,07:06,N,nominal,1.0NRT,296.5,4.2,D
4.75048,95.78213,332.4,0.45,0.39,2020-03-04,07:06,N,nominal,1.0NRT,295.2,4,D
4.74904,95.78271,333.7,0.45,0.39,2020-03-04,07:06,N,nominal,1.0NRT,295.5,4.6,D
5.65628,101.87216,336.9,0.37,0.58,2020-03-04,07:06,N,nominal,1.0NRT,294.8,4.2,D
5.76774,102.07432,333.3,0.38,0.59,2020-03-04,07:06,N,nominal,1.0NRT,293.3,2.6,D
5.71291,100.91692,331.3,0.32,0.55,2020-03-04,07:06,N,nominal,1.0NRT,296.5,1.5,D
5.82103,100.39231,341.7,0.59,0.53,2020-03-04,07:06,N,nominal,1.0NRT,297.4,12.1,D
5.91255,100.49361,339.3,0.6,0.53,2020-03-04,07:06,N,nominal,1.0NRT,296.9,4.5,D
19.60028,95.03625,334.9,0.41,0.45,2020-03-04,07:12,N,low,1.0NRT,309.6,2.7,D
21.63775,96.96722,341.3,0.57,0.52,2020-03-04,07:12,N,nominal,1.0NRT,305.8,7.4,D
21.6383,96.97255,341,0.57,0.52,2020-03-04,07:12,N,nominal,1.0NRT,305.3,7.4,D
21.6557,97.14418,331.5,0.59,0.53,2020-03-04,07:12,N,nominal,1.0NRT,300.3,4.1,D
20.5777,97.04827,338.2,0.56,0.52,2020-03-04,07:12,N,nominal,1.0NRT,302.8,5.3,D
20.57829,97.05392,341.4,0.56,0.52,2020-03-04,07:12,N,nominal,1.0NRT,304.5,8.4,D
20.71599,98.42645,344.4,0.35,0.56,2020-03-04,07:12,N,nominal,1.0NRT,301,5,D
20.28677,94.59795,344.5,0.39,0.44,2020-03-04,07:12,N,nominal,1.0NRT,312.7,4.6,D
20.57762,97.05106,352.5,0.56,0.52,2020-03-04,07:12,N,nominal,1.0NRT,305.8,11.2,D
20.84586,99.61306,334,0.41,0.61,2020-03-04,07:12,N,nominal,1.0NRT,297.3,8,D
20.84808,99.63577,337.7,0.41,0.61,2020-03-04,07:12,N,nominal,1.0NRT,296.7,11.6,D
20.84765,99.6314,367,0.41,0.61,2020-03-04,07:12,N,high,1.0NRT,300.5,11.6,D
20.81149,99.32048,339.7,0.4,0.6,2020-03-04,07:12,N,nominal,1.0NRT,295.5,4.2,D
20.84203,99.63236,367,0.41,0.61,2020-03-04,07:12,N,high,1.0NRT,302.5,13.6,D
20.52605,96.67769,343,0.53,0.5,2020-03-04,07:12,N,nominal,1.0NRT,311.3,7.8,D
20.71548,98.42465,339.3,0.34,0.56,2020-03-04,07:12,N,nominal,1.0NRT,301.1,3.4,D
20.88516,100.20911,351.8,0.45,0.63,2020-03-04,07:12,N,nominal,1.0NRT,296.4,12,D
20.69682,98.39729,332.7,0.34,0.56,2020-03-04,07:12,N,nominal,1.0NRT,301.9,28.7,D
20.69715,98.40055,367,0.34,0.56,2020-03-04,07:12,N,high,1.0NRT,305.7,28.7,D
20.69159,98.39783,345,0.34,0.56,2020-03-04,07:12,N,nominal,1.0NRT,301.4,28.7,D
20.69192,98.40104,367,0.34,0.56,2020-03-04,07:12,N,high,1.0NRT,308.7,28.7,D
20.23562,94.41769,331.9,0.57,0.43,2020-03-04,07:12,N,low,1.0NRT,306.3,2.5,D
20.39701,95.75496,343.2,0.46,0.47,2020-03-04,07:12,N,nominal,1.0NRT,308.9,4,D
20.7746,99.28638,346.4,0.39,0.6,2020-03-04,07:12,N,nominal,1.0NRT,293.9,5.3,D
20.69131,98.49924,336.7,0.35,0.57,2020-03-04,07:12,N,nominal,1.0NRT,299.4,3.6,D
21.09313,103.0807,336.6,0.69,0.74,2020-03-04,07:12,N,nominal,1.0NRT,285.9,15.1,D
21.09399,103.09217,355.2,0.69,0.74,2020-03-04,07:12,N,nominal,1.0NRT,285.4,30.5,D
20.58018,97.52469,355.4,0.6,0.53,2020-03-04,07:12,N,nominal,1.0NRT,313.7,30.8,D
20.57537,97.52625,338.8,0.6,0.53,2020-03-04,07:12,N,low,1.0NRT,312,5.4,D
20.78737,99.7203,353.5,0.42,0.61,2020-03-04,07:12,N,nominal,1.0NRT,297.9,9.6,D
20.78151,99.71897,338.2,0.42,0.61,2020-03-04,07:12,N,nominal,1.0NRT,298.6,4.7,D
20.78271,99.73198,333.1,0.42,0.61,2020-03-04,07:12,N,nominal,1.0NRT,298.9,4.7,D
20.80478,99.97355,334.3,0.44,0.62,2020-03-04,07:12,N,nominal,1.0NRT,293.8,5.4,D
20.76353,99.71048,342,0.42,0.61,2020-03-04,07:12,N,nominal,1.0NRT,299.7,6.9,D
20.75839,99.71712,331.1,0.42,0.61,2020-03-04,07:12,N,nominal,1.0NRT,296.4,3.2,D
20.6499,98.56448,367,0.35,0.57,2020-03-04,07:12,N,high,1.0NRT,308.1,7.8,D
20.74427,99.62462,332.8,0.41,0.61,2020-03-04,07:12,N,nominal,1.0NRT,299.3,3,D
20.40634,96.31377,342,0.5,0.49,2020-03-04,07:12,N,nominal,1.0NRT,306.3,3.8,D
20.42758,96.50755,331.5,0.52,0.5,2020-03-04,07:12,N,low,1.0NRT,301.6,3.7,D
20.58742,98.08939,330.6,0.33,0.55,2020-03-04,07:12,N,nominal,1.0NRT,297.3,3.2,D
20.58774,98.09265,347.9,0.33,0.55,2020-03-04,07:12,N,nominal,1.0NRT,297.1,3.2,D
20.61659,98.38587,353.5,0.34,0.56,2020-03-04,07:12,N,nominal,1.0NRT,303,5.9,D
20.61972,98.41801,331.1,0.34,0.56,2020-03-04,07:12,N,low,1.0NRT,302.6,4.1,D
20.74201,99.72623,335.5,0.42,0.61,2020-03-04,07:12,N,nominal,1.0NRT,296.8,5.2,D
20.15772,94.37834,337.8,0.57,0.43,2020-03-04,07:12,N,low,1.0NRT,309.1,5.1,D
20.15373,94.37886,342.8,0.57,0.43,2020-03-04,07:12,N,nominal,1.0NRT,309.5,5.1,D
20.1599,94.37527,336.8,0.57,0.43,2020-03-04,07:12,N,low,1.0NRT,307.6,4.9,D
20.15591,94.37577,340.1,0.57,0.43,2020-03-04,07:12,N,nominal,1.0NRT,307.6,8.2,D
20.59054,98.09142,341.9,0.33,0.55,2020-03-04,07:12,N,nominal,1.0NRT,298.2,6.9,D
20.61637,98.38475,335.3,0.34,0.56,2020-03-04,07:12,N,nominal,1.0NRT,301.3,2.4,D
20.61669,98.38784,333.1,0.34,0.56,2020-03-04,07:12,N,nominal,1.0NRT,301.4,4.4,D
20.61972,98.4168,340,0.34,0.56,2020-03-04,07:12,N,nominal,1.0NRT,303.7,5.1,D
20.74213,99.62602,330.6,0.41,0.61,2020-03-04,07:12,N,nominal,1.0NRT,298.9,3.8,D
20.74001,99.72211,328.5,0.42,0.61,2020-03-04,07:12,N,nominal,1.0NRT,294.9,3,D
20.74054,99.72766,328.8,0.42,0.61,2020-03-04,07:12,N,nominal,1.0NRT,296.7,5.7,D
20.59056,98.28853,337.9,0.34,0.56,2020-03-04,07:12,N,nominal,1.0NRT,301.4,7.9,D
20.59093,98.29213,367,0.34,0.56,2020-03-04,07:12,N,high,1.0NRT,304.9,18,D
20.49346,97.51717,342.3,0.6,0.53,2020-03-04,07:12,N,nominal,1.0NRT,304.9,14.4,D
20.31638,95.97645,344.7,0.47,0.48,2020-03-04,07:12,N,nominal,1.0NRT,310,3.3,D
20.48919,97.52368,336.9,0.6,0.53,2020-03-04,07:12,N,nominal,1.0NRT,300.1,6.9,D
20.65814,99.16991,350.2,0.39,0.59,2020-03-04,07:12,N,nominal,1.0NRT,293.9,11.3,D
20.27896,95.7695,334.2,0.46,0.47,2020-03-04,07:12,N,nominal,1.0NRT,306.8,2.9,D
19.52648,95.40774,367,0.43,0.46,2020-03-04,07:12,N,high,1.0NRT,312.4,11.2,D
19.52226,95.40833,355.9,0.43,0.46,2020-03-04,07:12,N,nominal,1.0NRT,308.5,11.2,D
19.6373,96.36562,341.9,0.49,0.49,2020-03-04,07:12,N,nominal,1.0NRT,307.2,6.2,D
19.88849,98.71809,344.6,0.35,0.57,2020-03-04,07:12,N,nominal,1.0NRT,301.7,7.3,D
19.5206,95.50038,350.1,0.43,0.46,2020-03-04,07:12,N,nominal,1.0NRT,313.2,4.3,D
19.64526,96.55199,340.8,0.51,0.49,2020-03-04,07:12,N,nominal,1.0NRT,302.4,7.8,D
19.60958,96.32342,335.7,0.49,0.48,2020-03-04,07:12,N,low,1.0NRT,307.8,4.7,D
19.57123,96.03419,336.7,0.47,0.48,2020-03-04,07:12,N,nominal,1.0NRT,308.6,1.7,D
20.12213,101.53754,345.9,0.54,0.68,2020-03-04,07:12,N,nominal,1.0NRT,292.1,15.8,D
20.12257,101.54263,350.4,0.54,0.68,2020-03-04,07:12,N,nominal,1.0NRT,291,15.8,D
19.55909,96.04491,344,0.47,0.48,2020-03-04,07:12,N,nominal,1.0NRT,314.2,8.3,D
20.0062,100.3113,338.5,0.45,0.63,2020-03-04,07:12,N,nominal,1.0NRT,296,7.5,D
19.49138,95.50839,337.3,0.43,0.46,2020-03-04,07:12,N,low,1.0NRT,311.5,2.8,D
19.51179,95.68005,332.4,0.44,0.46,2020-03-04,07:12,N,low,1.0NRT,306.5,2.5,D
19.65012,96.88227,356,0.53,0.5,2020-03-04,07:12,N,nominal,1.0NRT,300.6,15.8,D
19.5075,95.68065,341.4,0.44,0.46,2020-03-04,07:12,N,nominal,1.0NRT,306.7,4.7,D
19.6448,96.87684,343.1,0.53,0.5,2020-03-04,07:12,N,nominal,1.0NRT,300.7,11.8,D
19.68018,97.28548,341.6,0.57,0.52,2020-03-04,07:12,N,nominal,1.0NRT,303.3,5.3,D
19.40467,94.92886,338.9,0.4,0.44,2020-03-04,07:12,N,low,1.0NRT,308.9,5.6,D
19.40013,94.92567,343,0.4,0.44,2020-03-04,07:12,N,nominal,1.0NRT,310.4,5.5,D
19.40059,94.9295,345.7,0.4,0.44,2020-03-04,07:12,N,nominal,1.0NRT,311.7,5.5,D
19.38228,94.81277,333.4,0.39,0.44,2020-03-04,07:12,N,low,1.0NRT,307.1,2.1,D
19.57418,96.45341,333.1,0.5,0.49,2020-03-04,07:12,N,nominal,1.0NRT,299,7.6,D
19.66761,97.30385,343.9,0.57,0.52,2020-03-04,07:12,N,nominal,1.0NRT,316,90.5,D
19.8062,98.64153,339.6,0.35,0.57,2020-03-04,07:12,N,nominal,1.0NRT,297.3,3.8,D
19.5692,96.44989,337.3,0.5,0.49,2020-03-04,07:12,N,nominal,1.0NRT,302.6,4.4,D
19.56965,96.45392,333.4,0.5,0.49,2020-03-04,07:12,N,nominal,1.0NRT,300.5,4.4,D
19.37551,94.82491,335.1,0.39,0.44,2020-03-04,07:12,N,nominal,1.0NRT,307.8,3.3,D
19.37595,94.82858,336.9,0.39,0.44,2020-03-04,07:12,N,nominal,1.0NRT,306.6,4.2,D
19.37057,94.81818,339.5,0.39,0.44,2020-03-04,07:12,N,nominal,1.0NRT,307.8,5.9,D
19.37146,94.82552,339.2,0.39,0.44,2020-03-04,07:12,N,nominal,1.0NRT,307.9,3.4,D
19.3719,94.82918,355.5,0.39,0.44,2020-03-04,07:12,N,nominal,1.0NRT,315,39.9,D
19.38988,95.01341,336.5,0.4,0.44,2020-03-04,07:12,N,low,1.0NRT,308.4,1.7,D
19.60302,96.8829,354.7,0.53,0.5,2020-03-04,07:12,N,nominal,1.0NRT,303.3,15.6,D
19.38754,95.01431,335.8,0.4,0.44,2020-03-04,07:12,N,low,1.0NRT,309.3,2,D
19.60051,96.88203,344.4,0.53,0.5,2020-03-04,07:12,N,nominal,1.0NRT,305.9,11.5,D
19.37554,95.11903,343.4,0.41,0.45,2020-03-04,07:12,N,nominal,1.0NRT,310,2.9,D
19.42309,95.50486,337.8,0.43,0.46,2020-03-04,07:12,N,low,1.0NRT,310.2,2.6,D
19.67873,97.70131,337.9,0.6,0.53,2020-03-04,07:12,N,nominal,1.0NRT,299.4,6.7,D
19.47088,95.97333,336.8,0.46,0.47,2020-03-04,07:12,N,low,1.0NRT,308.8,3.2,D
19.61842,97.29131,335.7,0.56,0.52,2020-03-04,07:12,N,low,1.0NRT,306.3,5.8,D
19.51761,96.44745,332.6,0.5,0.49,2020-03-04,07:12,N,low,1.0NRT,304.7,5,D
19.41696,95.63277,344,0.44,0.46,2020-03-04,07:12,N,nominal,1.0NRT,310.7,3.5,D
19.3942,95.47961,339.7,0.43,0.46,2020-03-04,07:12,N,low,1.0NRT,310.3,3.9,D
19.4127,95.63343,338.3,0.44,0.46,2020-03-04,07:12,N,nominal,1.0NRT,311.6,2.3,D
19.68663,98.10075,331.5,0.32,0.55,2020-03-04,07:12,N,nominal,1.0NRT,293.2,3.1,D
19.77245,98.92848,341.2,0.36,0.58,2020-03-04,07:12,N,nominal,1.0NRT,303.8,6.9,D
19.29001,94.69765,339.8,0.39,0.44,2020-03-04,07:12,N,nominal,1.0NRT,307.6,5.6,D
19.3062,94.82819,339.3,0.39,0.44,2020-03-04,07:12,N,nominal,1.0NRT,306.4,2.4,D
20.04628,102.02345,367,0.58,0.7,2020-03-04,07:12,N,low,1.0NRT,289.7,23.8,D
19.28507,94.69084,332.7,0.38,0.44,2020-03-04,07:12,N,low,1.0NRT,307.6,4.1,D
19.37902,95.4605,345.1,0.43,0.46,2020-03-04,07:12,N,nominal,1.0NRT,309.1,3.6,D
19.38152,95.48138,346.5,0.43,0.46,2020-03-04,07:12,N,nominal,1.0NRT,313.4,5.4,D
19.47151,96.24581,348.4,0.48,0.48,2020-03-04,07:12,N,nominal,1.0NRT,313.1,8.6,D
20.0457,102.01654,350.3,0.58,0.7,2020-03-04,07:12,N,nominal,1.0NRT,287.8,15,D
19.36449,95.37512,344.6,0.42,0.45,2020-03-04,07:12,N,nominal,1.0NRT,312.3,5.8,D
19.37529,95.46523,336.4,0.43,0.46,2020-03-04,07:12,N,nominal,1.0NRT,309.6,5.7,D
20.03941,102.01951,353.4,0.58,0.7,2020-03-04,07:12,N,nominal,1.0NRT,291.7,29.6,D
20.03997,102.02632,347.4,0.58,0.7,2020-03-04,07:12,N,nominal,1.0NRT,288.6,29.6,D
19.3748,95.4611,367,0.43,0.46,2020-03-04,07:12,N,high,1.0NRT,313,5.7,D
19.25976,94.55265,334.3,0.57,0.43,2020-03-04,07:12,N,nominal,1.0NRT,301.6,7.2,D
19.3703,95.49547,350.4,0.43,0.46,2020-03-04,07:12,N,nominal,1.0NRT,312.7,6.6,D
19.25055,94.54368,332.1,0.57,0.43,2020-03-04,07:12,N,nominal,1.0NRT,301.3,2.3,D
19.28732,94.8423,338.2,0.39,0.44,2020-03-04,07:12,N,nominal,1.0NRT,305.3,3.2,D
19.28777,94.846,342.9,0.39,0.44,2020-03-04,07:12,N,nominal,1.0NRT,307,3.2,D
19.28822,94.84969,332.9,0.39,0.44,2020-03-04,07:12,N,nominal,1.0NRT,306.8,3.9,D
19.28867,94.85339,343.5,0.39,0.44,2020-03-04,07:12,N,nominal,1.0NRT,306.9,3.9,D
19.36165,95.45884,337.1,0.43,0.46,2020-03-04,07:12,N,low,1.0NRT,311.6,2.3,D
19.53638,96.98427,340.8,0.54,0.51,2020-03-04,07:12,N,nominal,1.0NRT,307.4,4.2,D
19.2466,94.54449,331.7,0.57,0.43,2020-03-04,07:12,N,nominal,1.0NRT,301.3,2.2,D
19.28372,94.8466,349.8,0.39,0.44,2020-03-04,07:12,N,nominal,1.0NRT,309.1,15.7,D
19.28326,94.84289,367,0.39,0.44,2020-03-04,07:12,N,high,1.0NRT,311.9,15.7,D
19.28417,94.85031,367,0.39,0.44,2020-03-04,07:12,N,high,1.0NRT,308.5,10,D
19.28462,94.85401,367,0.39,0.44,2020-03-04,07:12,N,high,1.0NRT,309.7,10,D
19.42843,96.10606,367,0.47,0.48,2020-03-04,07:12,N,low,1.0NRT,329.3,191.8,D
19.30458,95.05283,346.4,0.4,0.45,2020-03-04,07:12,N,nominal,1.0NRT,310.7,3.8,D
19.30505,95.05667,338,0.4,0.45,2020-03-04,07:12,N,low,1.0NRT,311,4.8,D
19.30551,95.06053,339.6,0.4,0.45,2020-03-04,07:12,N,low,1.0NRT,310.6,4.8,D
19.46773,96.45187,331.9,0.5,0.49,2020-03-04,07:12,N,low,1.0NRT,302.5,3.2,D
19.55686,97.25961,340.4,0.56,0.52,2020-03-04,07:12,N,nominal,1.0NRT,311.2,4.8,D
19.42349,96.10201,302.7,0.47,0.48,2020-03-04,07:12,N,low,1.0NRT,315.6,125.8,D
19.3014,95.06107,339.8,0.4,0.45,2020-03-04,07:12,N,low,1.0NRT,310.8,3.7,D
19.34219,95.40307,346.2,0.43,0.46,2020-03-04,07:12,N,nominal,1.0NRT,312.9,5.6,D
19.42455,96.11124,357.3,0.47,0.48,2020-03-04,07:12,N,nominal,1.0NRT,318,19.8,D
19.42506,96.11573,345.2,0.47,0.48,2020-03-04,07:12,N,nominal,1.0NRT,309.5,19.8,D
19.42402,96.10658,367,0.47,0.48,2020-03-04,07:12,N,high,1.0NRT,348.1,125.8,D
19.4196,96.10711,353.3,0.47,0.48,2020-03-04,07:12,N,nominal,1.0NRT,311.6,125.8,D
19.42064,96.1162,347.8,0.47,0.48,2020-03-04,07:12,N,nominal,1.0NRT,315,19.8,D
19.42012,96.11172,367,0.47,0.48,2020-03-04,07:12,N,high,1.0NRT,317,19.8,D
19.29133,95.0469,344.7,0.4,0.45,2020-03-04,07:12,N,nominal,1.0NRT,311.8,7.7,D
19.16422,94.07459,347.3,0.53,0.42,2020-03-04,07:12,N,nominal,1.0NRT,305.7,14.1,D
19.16486,94.07966,346.8,0.53,0.42,2020-03-04,07:12,N,nominal,1.0NRT,305.6,14.1,D
19.3168,95.33242,344.1,0.42,0.45,2020-03-04,07:12,N,nominal,1.0NRT,312.7,5.2,D
19.40607,96.1459,340.4,0.47,0.48,2020-03-04,07:12,N,nominal,1.0NRT,305.9,2.3,D
19.16335,94.07751,367,0.53,0.42,2020-03-04,07:12,N,high,1.0NRT,309.4,29,D
19.41561,96.10654,343.5,0.47,0.48,2020-03-04,07:12,N,nominal,1.0NRT,308.9,6.6,D
19.32082,95.6154,341.5,0.44,0.46,2020-03-04,07:12,N,nominal,1.0NRT,312.2,3.9,D
19.28824,95.56039,343,0.43,0.46,2020-03-04,07:12,N,nominal,1.0NRT,315.1,6.7,D
19.28873,95.56447,336.8,0.43,0.46,2020-03-04,07:12,N,low,1.0NRT,311.4,5.2,D
19.36603,96.37566,342.7,0.49,0.49,2020-03-04,07:12,N,nominal,1.0NRT,311.8,5.5,D
19.33795,96.20951,349.8,0.48,0.48,2020-03-04,07:12,N,nominal,1.0NRT,310.3,10.7,D
19.43378,97.0632,340.6,0.54,0.51,2020-03-04,07:12,N,nominal,1.0NRT,305.4,4.1,D
19.19315,95.01757,345.8,0.4,0.44,2020-03-04,07:12,N,nominal,1.0NRT,311.6,4.4,D
19.19499,95.03279,345.3,0.4,0.44,2020-03-04,07:12,N,nominal,1.0NRT,310.8,6.2,D
19.23087,95.33141,342,0.42,0.45,2020-03-04,07:12,N,low,1.0NRT,314.2,2.9,D
19.33352,96.21005,350.6,0.48,0.48,2020-03-04,07:12,N,nominal,1.0NRT,309.8,10.7,D
19.19043,95.02952,343.9,0.4,0.44,2020-03-04,07:12,N,nominal,1.0NRT,310.5,4.8,D
19.19089,95.03336,334.4,0.4,0.44,2020-03-04,07:12,N,low,1.0NRT,309,4.2,D
19.22383,95.30801,339.4,0.42,0.45,2020-03-04,07:12,N,low,1.0NRT,313.3,4.8,D
19.29535,95.91698,345.2,0.46,0.47,2020-03-04,07:12,N,nominal,1.0NRT,305.3,6.4,D
